yymm,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,Target
0317 09:50,-6.364,-8.584,-3.727,-9.098,0.404,-5.316,-8.889,-0.206,-5,11.094,6.198,-0.878,-0.877,-2.712,-1.202,-4.743,-17.331,-0.987,0.745,-3.911,-17.695,-4.314,-3.022,-0.648,-7.609,-0.529,40.358
0317 10:00,-6.237,-9.75,-4.02,-9.098,0.404,-8.934,-9.016,-0.04,-5.06,11.077,-3.802,-0.878,-0.877,-2.312,-1.202,-4.683,-17.331,-0.987,0.745,-3.761,-17.695,-3.818,-2.962,-0.275,-7.773,-0.529,25.461
0317 10:10,-6.164,-10.584,-4.354,-9.032,0.304,-10.882,-9.189,-0.04,-4.97,11.077,6.198,-0.838,-0.804,-2.028,-1.202,-4.643,-9.998,-0.987,0.745,-3.677,-17.695,-3.384,-2.962,0.059,-7.846,-0.529,23.921
0317 10:20,-6.164,-11.417,-4.82,-9.098,0.304,-13.242,-9.323,-0.04,-4.896,11.077,-3.802,-0.978,-0.84,-1.745,-1.202,-4.776,-2.664,-0.927,0.745,-3.594,162.305,-2.914,-2.962,0.292,-7.936,-0.529,20.154
0317 10:30,-6.354,-12.25,-5.695,-9.032,0.304,-15.376,-9.316,-0.04,-4.933,11.077,-3.802,-0.944,-0.767,-1.462,-1.129,-4.543,4.669,-0.897,0.745,-3.511,322.305,-2.514,-2.852,0.501,-7.936,-0.529,27.183
0317 10:40,-6.594,-13.084,-6.66,-8.998,0.304,-17.819,-9.516,-0.04,-5.085,11.077,-3.802,-0.878,-0.767,-1.178,-1.202,-4.616,12.002,-0.897,0.678,-3.427,52.305,-2.251,-2.986,0.689,-8.036,-0.566,0.393
0317 10:50,-6.594,-13.917,-6.757,-9.065,0.304,-18.952,-9.689,-0.04,-5.433,11.077,-3.802,-0.928,-0.7,-0.895,-1.202,-4.793,19.336,-0.897,0.645,-3.344,-37.695,-1.978,-3.419,0.889,-7.909,-0.566,8.695
0317 11:00,-6.527,-14.75,-6.83,-9.098,0.304,-20.886,-9.823,-0.04,-5.5,11.077,-3.802,-0.944,-0.667,-0.612,-1.202,-4.843,26.669,-0.897,0.645,-3.261,-37.695,-1.651,-3.552,1.089,-7.773,-0.529,44.843
0317 11:10,-6.4,-16.417,-7.087,-9.098,0.304,-22.412,-9.919,-0.04,-5.56,11.011,-3.802,-0.944,-0.6,-0.362,-1.165,-4.843,19.502,-0.83,0.645,-3.411,-37.695,-1.384,-3.396,1.192,-8.016,-0.529,25.974
0317 11:20,-6.327,-18.084,-7.354,-9.222,0.304,-25.042,-9.986,-0.04,-5.793,10.944,-3.802,-0.878,-0.537,-0.112,-1.165,-4.879,12.336,-0.797,0.645,-3.561,-37.695,-1.118,-3.262,1.259,-8.279,-0.529,48.661
0317 11:30,-6.2,-19.75,-7.454,-9.288,0.304,-26.376,-10.086,-0.04,-5.793,10.877,-3.802,-0.944,-0.477,0.138,-1.202,-4.953,5.169,-0.797,0.678,-3.711,-57.695,-0.784,-3.262,1.259,-8.603,-0.496,40.274
0317 11:40,-6.127,-21.417,-7.594,-9.322,0.304,-26.546,-10.159,-0.04,-5.826,10.811,6.198,-0.978,-0.34,0.388,-1.202,-4.983,-1.998,-0.687,0.745,-3.861,-47.695,-0.478,-3.262,1.259,-8.869,-0.429,47.452
0317 11:50,-6.027,-23.084,-7.63,-9.388,0.304,-27.086,-10.204,-0.04,-5.7,10.744,-3.802,-0.978,-0.2,0.638,-1.202,-5.116,-9.164,-0.62,0.745,-4.011,-57.695,-0.211,-3.352,1.259,-9.103,-0.299,14.268
0317 12:00,-6.027,-24.75,-7.63,-9.388,0.304,-28.676,-10.183,-0.04,-5.793,10.677,-3.802,-0.978,-0.134,0.888,-1.165,-5.153,-16.331,-0.587,0.811,-4.161,82.305,0.152,-3.352,1.259,-9.369,-0.239,30.953
0317 12:10,-6.027,-25.417,-7.69,-9.462,0.354,-30.276,-10.123,-0.04,-4.326,10.611,-3.802,-0.978,-0.007,1.088,-1.165,-5.153,-15.331,-0.46,0.875,-4.144,2.305,0.412,-3.407,1.259,-9.506,-0.102,39.758
0317 12:20,-6.027,-26.084,-7.49,-9.628,0.338,-31.846,-10.089,-0.04,-4.103,10.544,-3.802,-0.944,0.123,1.288,-1.165,-5.116,-14.331,-0.297,0.935,-4.128,-37.695,0.689,-3.426,1.192,-9.779,-0.029,46.778
0317 12:30,-6.027,-26.75,-7.22,-9.628,0.338,-33.179,-9.949,-0.04,-4.03,10.477,-3.802,-0.878,0.196,1.488,-1.092,-5.043,-13.331,-0.223,0.935,-4.111,-37.695,0.689,-3.426,1.225,-9.909,0.104,26.333
0317 12:40,-5.967,-27.417,-7.16,-9.738,0.404,-33.549,-9.859,-0.04,-4.27,10.411,-3.802,-0.878,0.383,1.688,-1.129,-5.043,-12.331,-0.053,1.001,-4.094,-37.695,0.846,-3.352,1.159,-10.109,0.231,41.595
0317 12:50,-6.164,-28.084,-7.094,-9.888,0.404,-34.276,-9.786,-0.04,-4.663,10.344,-3.802,-0.804,0.556,1.888,-1.129,-4.983,-11.331,0.073,1.035,-4.078,-17.695,1.052,-3.426,1.159,-10.303,0.294,40.006
0317 13:00,-6.237,-28.75,-7.02,-9.888,0.404,-34.464,-9.719,-0.04,-4.83,10.277,-3.802,-0.768,0.696,2.088,-1.092,-4.843,-10.331,0.24,1.035,-4.061,-27.695,1.234,-3.652,1.159,-10.436,0.434,32.904
0317 13:10,-6.127,-28.417,-7.02,-9.998,0.404,-35.142,-9.659,0.127,-5.163,10.211,6.198,-0.768,0.866,2.105,-1.092,-4.843,-11.331,0.313,1.035,-3.928,-47.695,1.389,-3.726,1.159,-10.646,0.604,49.78
0317 13:20,-6.2,-28.084,-7.02,-10.065,0.404,-35.476,-9.659,0.294,-5.426,10.144,-3.802,-0.768,0.933,2.122,-1.092,-4.809,-12.331,0.447,1.035,-3.794,-47.695,1.522,-3.792,1.159,-10.779,0.731,42.281
0317 13:30,-6.364,-27.75,-7.094,-10.128,0.478,-35.846,-9.659,0.46,-5.633,10.077,-3.802,-0.768,1.056,2.138,-1.092,-4.743,-13.331,0.573,1.035,-3.661,-47.695,1.719,-3.926,1.085,-10.936,0.794,43.995
0317 13:40,-6.529,-27.417,-7.02,-10.188,0.404,-36.579,-9.659,0.627,-5.896,10.011,-3.802,-0.768,1.196,2.155,-1.092,-4.653,-14.331,0.637,1.035,-3.527,-47.695,1.779,-4.052,1.159,-11.009,0.934,24.146
0317 13:50,-6.627,-27.084,-7.22,-10.322,0.478,-37.016,-9.659,0.794,-6.142,9.944,-3.802,-0.768,1.266,2.172,-1.092,-4.653,-15.331,0.731,1.035,-3.394,-57.695,1.979,-4.192,1.049,-11.236,1.004,4.745
0317 14:00,-6.737,-26.75,-7.22,-10.388,0.514,-37.349,-9.689,0.96,-6.326,9.877,-3.802,-0.768,1.4,2.188,-1.059,-4.543,-16.331,0.813,1.035,-3.261,-37.695,2.052,-4.292,1.049,-11.303,1.138,1.413
0317 14:10,-6.737,-27.084,-7.22,-10.532,0.514,-36.916,-9.689,0.794,-6.596,9.827,-3.802,-0.768,1.523,2.255,-1.059,-4.543,-15.664,0.913,1.035,-3.327,-47.695,2.316,-4.352,1.049,-11.473,1.201,0.472
0317 14:20,-6.737,-27.417,-7.22,-10.532,0.514,-37.109,-9.689,0.627,-6.596,9.777,-3.802,-0.768,1.663,2.322,-0.992,-4.543,-14.998,0.98,1.035,-3.394,-37.695,2.389,-4.389,1.049,-11.546,1.328,41.155
0317 14:30,-6.737,-27.75,-7.22,-10.598,0.514,-37.209,-9.749,0.46,-6.7,9.727,-3.802,-0.734,1.766,2.388,-1.059,-4.543,-14.331,1.013,1.035,-3.461,-37.695,2.389,-4.462,1.049,-11.691,1.416,2.152
0317 14:40,-6.737,-28.084,-7.22,-10.658,0.514,-37.476,-9.719,0.294,-6.76,9.677,6.198,-0.734,1.833,2.455,-1.092,-4.543,-13.664,1.073,1.071,-3.527,-57.695,2.449,-4.462,1.049,-11.769,1.571,41.159
0317 14:50,-6.737,-28.417,-7.22,-10.788,0.514,-37.849,-9.659,0.127,-6.83,9.627,-3.802,-0.668,1.963,2.522,-1.025,-4.453,-12.998,1.103,1.071,-3.594,-47.695,2.479,-4.522,1.049,-11.903,1.638,4.593
0317 15:00,-6.864,-28.75,-8.064,-10.788,0.614,-38.249,-9.759,-0.04,-7.363,9.577,-3.802,-0.668,2.023,2.588,-1.042,-4.453,-12.331,1.103,1.145,-3.661,-47.695,2.479,-4.462,0.949,-11.869,1.638,43.207
0317 15:10,-6.997,-29.084,-8.93,-10.925,0.614,-38.512,-10.116,-0.04,-7.2,9.511,-3.802,-0.768,2.123,2.622,-0.992,-4.643,-11.998,1.013,1.071,-3.677,-37.695,2.479,-4.462,0.889,-11.536,1.504,1.133
0317 15:20,-7.064,-29.417,-9.627,-11.065,0.614,-38.646,-10.449,-0.04,-6.733,9.444,-3.802,-0.768,2.123,2.655,-0.992,-4.916,-11.664,1.013,1.071,-3.694,-17.695,2.479,-4.462,0.859,-11.273,1.504,2.532
0317 15:30,-7.204,-29.75,-10.027,-11.032,0.614,-38.949,-10.923,-0.04,-7.763,9.377,-3.802,-0.668,2.233,2.688,-0.992,-5.183,-11.331,1.013,1.071,-3.711,-17.695,2.516,-4.462,0.792,-11.079,1.571,47.457
0317 15:40,-7.237,-30.084,-10.22,-11.158,0.614,-38.676,-11.183,-0.04,-8.563,9.311,-3.802,-0.668,2.3,2.722,-0.992,-5.309,-10.998,1.013,1.035,-3.727,-27.695,2.589,-4.722,0.759,-11.046,1.571,11.407
0317 15:50,-7.297,-30.417,-10.094,-11.222,0.648,-39.264,-11.389,-0.04,-8.703,9.244,-3.802,-0.668,2.333,2.755,-0.992,-5.379,-10.664,1.043,1.035,-3.744,-17.695,2.589,-4.726,0.759,-11.046,1.638,31.338
0317 16:00,-7.327,-30.75,-9.527,-11.238,0.648,-39.146,-11.449,-0.04,-8.37,9.177,-3.802,-0.668,2.408,2.788,-0.992,-5.453,-10.331,1.103,1.035,-3.761,-17.695,2.589,-4.586,0.759,-11.206,1.571,21.981
0317 16:10,-7.327,-30.75,-9.194,-11.288,0.614,-39.686,-11.419,0.127,-8.47,9.144,-3.802,-0.668,2.433,2.772,-0.992,-5.453,-10.831,1.103,1.035,-3.794,2.305,2.589,-4.462,0.759,-11.006,1.638,29.989
0317 16:20,-7.427,-30.75,-8.957,-11.425,0.614,-39.582,-11.359,0.294,-8.403,9.111,-3.802,-0.668,2.433,2.755,-0.992,-5.453,-11.331,1.103,1.035,-3.827,-17.695,2.589,-4.462,0.759,-10.736,1.671,48.432
0317 16:30,-7.494,-30.75,-9.03,-11.565,0.614,-39.442,-11.323,0.46,-8.66,9.077,-3.802,-0.668,2.493,2.738,-0.959,-5.483,-11.831,1.103,1.035,-3.861,-17.695,2.589,-4.492,0.692,-10.676,1.671,49.71
0317 16:40,-7.564,-30.75,-8.787,-11.598,0.614,-40.109,-11.323,0.627,-8.593,9.044,-3.802,-0.668,2.523,2.722,-0.959,-5.543,-12.331,1.17,1.001,-3.894,-7.695,2.589,-4.619,0.659,-10.473,1.761,13.677
0317 16:50,-7.582,-30.75,-8.594,-11.658,0.614,-39.909,-11.249,0.794,-8.56,9.011,6.198,-0.668,2.523,2.705,-0.925,-5.616,-12.831,1.103,0.985,-3.928,-7.695,2.516,-4.689,0.659,-10.273,1.761,14.358
0317 17:00,-7.564,-30.75,-8.42,-11.788,0.614,-39.546,-11.189,0.96,-8.433,8.977,16.198,-0.668,2.523,2.688,-0.925,-5.616,-13.331,1.17,0.935,-3.961,2.305,2.479,-4.822,0.659,-10.003,1.761,9.999
0317 17:10,-6.93,-29.917,-8.353,-11.788,0.614,-39.346,-11.159,0.794,-8.47,8.927,16.198,-0.618,2.523,2.605,-0.892,-5.598,-13.664,1.103,1.071,-3.811,12.305,2.479,-4.992,0.631,-9.936,1.761,9.812
0317 17:20,-6.537,-29.084,-8.197,-11.888,0.614,-39.479,-11.159,0.627,-8.333,8.877,16.198,-0.568,2.433,2.522,-0.892,-5.543,-13.998,1.137,1.145,-3.661,-7.695,2.479,-5.119,0.549,-9.809,1.761,49.55
0317 17:30,-5.834,-28.25,-8.124,-11.888,0.614,-39.146,-11.159,0.46,-8.333,8.827,26.198,-0.568,2.433,2.438,-0.892,-5.616,-14.331,1.137,1.278,-3.511,2.305,2.419,-5.292,0.652,-9.736,1.761,47.767
0317 17:40,-5.427,-27.417,-8.59,-11.998,0.614,-38.379,-11.159,0.294,-8.26,8.777,16.198,-0.568,2.333,2.355,-0.832,-5.579,-14.664,1.103,1.345,-3.361,-17.695,2.352,-5.426,0.985,-9.576,1.861,25.312
0317 17:50,-5.094,-26.584,-8.324,-11.925,0.514,-38.319,-11.159,0.127,-8.2,8.727,16.198,-0.568,2.333,2.272,-0.802,-5.579,-14.998,1.103,1.468,-3.211,-27.695,2.219,-5.689,0.689,-9.376,1.861,11.822
0317 18:00,-5.227,-25.75,-8.057,-11.888,0.581,-37.979,-11.086,-0.04,-7.9,8.677,16.198,-0.601,2.233,2.188,-0.802,-5.579,-15.331,1.103,1.535,-3.061,12.305,2.022,-5.762,0.482,-9.236,1.861,25.866
0317 18:10,-5.56,-23.584,-7.69,-11.888,0.581,-37.386,-10.999,-0.373,-7.76,8.677,26.198,-0.601,2.233,1.722,-0.802,-5.579,-15.664,1.043,1.535,-3.011,2.305,1.889,-5.889,0.359,-9.409,1.861,28.889
0317 18:20,-5.76,-21.417,-7.49,-11.855,0.581,-36.876,-10.919,-0.706,-7.73,8.677,16.198,-0.568,2.09,1.255,-0.802,-5.543,-15.998,1.013,1.468,-2.961,262.305,1.619,-5.962,0.292,-9.669,1.861,10.917
0317 18:30,-5.864,-19.25,-7.324,-11.788,0.514,-36.209,-10.786,-1.04,-7.596,8.677,16.198,-0.568,2.023,0.788,-0.802,-5.616,-16.331,1.013,1.435,-2.911,252.305,1.346,-6.052,0.159,-10.006,1.861,11.128
0317 18:40,-5.937,-17.084,-6.93,-11.688,0.514,-35.246,-10.719,-1.373,-6.803,8.677,16.198,-0.568,1.993,0.322,-0.802,-5.616,-16.664,1.013,1.435,-2.861,92.305,0.912,-6.152,0.085,-10.279,1.861,41.256
0317 18:50,-5.937,-14.917,-6.054,-11.628,0.514,-34.289,-10.586,-1.706,-6.196,8.677,6.198,-0.568,1.933,-0.145,-0.802,-5.483,-16.998,0.947,1.468,-2.811,492.305,0.537,-6.152,0.049,-10.573,1.861,18.162
0317 19:00,-5.997,-12.75,-4.92,-11.462,0.514,-33.746,-10.293,-2.04,-2.326,8.677,6.198,-0.538,1.833,-0.612,-0.802,-5.176,-17.331,1.013,1.468,-2.761,-7.695,-0.151,-6.262,0.049,-10.779,1.794,46.202
0317 19:10,-6.427,-12.084,-2.79,-11.363,0.514,-32.276,-9.826,-2.04,-0.193,8.694,6.198,-0.538,1.758,-0.828,-0.802,-4.843,-9.998,1.073,1.405,-2.827,12.305,-1.048,-6.262,0.049,-11.109,1.671,16.048
0317 19:20,-6.7,-11.417,-2.33,-11.222,0.514,-30.749,-9.119,-2.04,-1.836,8.711,6.198,-0.478,1.733,-1.045,-0.802,-4.383,-2.664,1.137,1.345,-2.894,12.305,-1.588,-6.292,0.049,-11.303,1.604,6.002
0317 19:30,-6.87,-10.75,-2.49,-10.962,0.514,-29.276,-8.653,-2.04,-2.23,8.727,26.198,-0.478,1.623,-1.262,-0.802,-4.109,4.669,1.203,1.245,-2.961,42.305,-2.211,-6.352,-0.018,-11.436,1.571,10.525
0317 19:40,-6.537,-10.084,-2.63,-10.888,0.514,-28.082,-8.383,-2.04,-3.026,8.744,16.198,-0.478,1.556,-1.478,-0.802,-3.916,12.002,1.203,1.245,-3.027,32.305,-2.618,-6.389,0.049,-11.509,1.571,27.959
0317 19:50,-6.237,-9.417,-3.124,-10.788,0.514,-26.516,6.617,-2.04,-3.566,8.761,26.198,-0.411,1.523,-1.695,-0.469,-3.776,19.336,1.203,1.245,-3.094,82.305,-3.081,-6.462,0.049,-11.579,1.571,20.166
0317 20:00,-6.057,-8.75,-3.457,-10.788,0.514,-25.376,14.207,-2.04,-4.16,8.777,16.198,-0.378,1.463,-1.912,-0.202,-3.776,26.669,1.203,1.27,-3.161,32.305,-3.414,-6.352,-0.018,-11.706,1.571,39.477
0317 20:10,-5.937,-7.917,-3.63,-10.822,0.514,-23.842,11.674,-1.873,-4.626,8.794,16.198,-0.378,1.4,-2.078,-0.269,-3.843,26.502,1.137,1.345,-3.161,42.305,-3.648,-6.352,0.049,-11.869,1.571,23.552
0317 20:20,-5.9,-7.084,-3.725,-10.822,0.514,-22.849,11.047,-1.706,-4.926,8.811,16.198,-0.378,1.333,-2.245,-0.392,-3.879,26.336,1.203,1.345,-3.161,42.305,-3.848,-6.262,0.049,-12.009,1.504,43.664
0317 20:30,-5.827,-6.25,-3.89,-10.688,0.514,-21.582,10.381,-1.54,-5.235,8.827,16.198,-0.453,1.233,-2.412,-0.459,-4.02,26.169,1.203,1.345,-3.161,22.305,-4.078,-6.262,-0.018,-12.046,1.471,8.805
0317 20:40,-5.827,-5.417,-4.057,-10.628,0.478,-20.442,9.107,-1.373,-5.493,8.844,26.198,-0.411,1.233,-2.578,-0.492,-4.043,26.002,1.203,1.345,-3.161,52.305,-4.284,-6.226,-0.051,-12.113,1.471,15.258
0317 20:50,-5.827,-4.584,-4.13,-10.658,0.404,-18.746,7.847,-1.206,-5.793,8.861,16.198,-0.411,1.123,-2.745,-0.559,-4.079,25.836,1.203,1.345,-3.161,32.305,-4.351,-6.152,-0.051,-12.269,1.434,19.786
0317 21:00,-5.797,-3.75,-4.257,-10.532,0.404,-16.612,6.147,-1.04,-5.86,8.877,16.198,-0.478,1.123,-2.912,-0.592,-4.153,25.669,1.203,1.375,-3.161,32.305,-4.218,-6.022,-0.141,-12.403,1.361,0.25
0317 21:10,-5.597,-2.584,-4.33,-10.388,0.404,-14.409,4.614,-1.206,-6.096,8.894,16.198,-0.478,1.023,-3.095,-0.592,-4.243,25.336,1.203,1.575,-3.144,12.305,-3.788,-5.889,-0.141,-12.009,1.398,44.925
0317 21:20,-5.627,-1.417,-4.42,-10.322,0.404,-13.482,3.201,-1.373,-6.23,8.911,26.198,-0.478,1.023,-3.278,-0.702,-4.243,25.002,1.203,2.038,-3.127,-7.695,-3.648,-5.762,-0.141,-11.494,1.388,21.214
0317 21:30,-5.894,-0.25,-4.42,-10.188,0.478,-11.912,27.584,-1.54,-6.293,8.927,16.198,-0.478,0.993,-3.462,0.201,-4.379,24.669,1.203,2.311,-3.111,-27.695,-3.511,-5.689,-0.208,-11.146,1.294,1.038
0317 21:40,-6.237,0.916,-4.39,-10.128,0.404,-11.362,30.651,-1.706,-6.36,8.944,16.198,-0.478,0.933,-3.645,0.741,-4.453,24.336,1.203,2.345,-3.094,-27.695,-3.638,-5.507,-0.241,-9.909,1.261,31.629
0317 21:50,-6.237,2.083,-4.39,-9.998,0.404,-9.709,30.681,-1.873,-6.36,8.961,16.198,-0.508,0.833,-3.828,0.17,-4.483,24.002,1.203,2.278,-3.077,2.305,-3.881,-5.426,-0.241,-9.169,1.261,12.682
0317 22:00,-6.394,3.25,-4.454,-9.925,0.404,-8.476,30.644,-2.04,-6.433,8.977,26.198,-0.568,0.833,-4.012,-0.092,-4.483,23.669,1.137,2.211,-3.061,-17.695,-4.011,-5.292,-0.341,-8.809,1.231,39.499
0317 22:10,-6.527,3.916,-4.394,-9.725,0.404,-7.216,29.117,-2.04,-6.396,8.961,16.198,-0.568,0.833,-4.162,-0.092,-4.309,23.502,1.17,2.145,-3.077,-17.695,-4.084,-5.192,-0.341,-8.603,1.171,5.73
0317 22:20,-6.2,4.583,-4.06,-9.496,0.404,-5.186,27.884,-2.04,-6.396,8.944,16.198,-0.634,0.833,-4.312,-0.129,-4.243,23.336,1.103,2.145,-3.094,-37.695,-4.151,-5.119,-0.378,-8.136,1.171,3.455
0317 22:30,-6.06,5.25,-3.86,-9.322,0.404,-5.312,27.396,-2.04,-6.193,8.927,26.198,-0.668,0.833,-4.462,-0.202,-4.116,23.169,1.103,2.145,-3.111,-27.695,-4.344,-4.926,-0.518,-7.669,1.171,10.025
0317 22:40,-5.9,5.916,-3.56,-9.158,0.404,-3.186,26.914,-2.04,-6,8.911,16.198,-0.668,0.833,-4.612,-0.302,-4.043,23.002,1.103,2.145,-3.127,-27.695,-4.511,-4.852,-0.581,-7.279,1.138,14.677
0317 22:50,-5.827,6.583,-3.42,-9.032,0.404,-2.779,26.374,-2.04,-5.86,8.894,16.198,-0.668,0.833,-4.762,-0.302,-3.953,22.836,1.013,2.071,-3.144,-37.695,-4.644,-4.726,-0.708,-6.873,1.071,19.57
0317 23:00,-5.737,7.25,-3.264,-8.855,0.404,-1.609,25.444,-2.04,-5.793,8.877,16.198,-0.668,0.833,-4.912,-0.332,-3.953,22.669,1.013,2.035,-3.161,-27.695,-4.778,-4.586,-0.741,-6.339,1.038,17.697
0317 23:10,-5.654,7.416,-3.057,-8.788,0.404,-0.149,24.584,-2.206,-5.73,8.827,16.198,-0.768,0.766,-4.978,-0.392,-3.953,22.669,1.013,2.035,-3.211,-47.695,-4.911,-4.522,-0.741,-5.946,0.971,0.153
0317 23:20,-5.5,7.583,-2.794,-8.658,0.404,1.858,23.614,-2.373,-5.67,8.777,16.198,-0.768,0.733,-5.045,-0.392,-3.953,22.669,1.013,2.035,-3.261,-37.695,-4.911,-4.462,-0.841,-5.479,0.971,15.215
0317 23:30,-5.437,7.75,-2.698,-8.598,0.404,2.124,22.541,-2.54,-5.633,8.727,26.198,-0.768,0.733,-5.112,-0.392,-3.916,22.669,0.913,2.035,-3.311,-37.695,-4.978,-4.352,-0.841,-4.946,0.971,26.561
0317 23:40,-5.364,7.916,-2.557,-8.498,0.404,3.218,20.314,-2.706,-5.56,8.677,16.198,-0.768,0.733,-5.178,-0.425,-3.898,22.669,0.913,2.035,-3.361,-27.695,-5.048,-4.292,-0.841,-4.436,0.861,43.195
0317 23:50,-5.4,8.083,-2.39,-8.358,0.404,3.958,18.507,-2.873,-5.515,8.627,6.198,-0.768,0.733,-5.245,-0.492,-3.843,22.669,0.913,1.935,-3.411,-27.695,-5.181,-4.262,-0.951,-4.103,0.861,12.96
0318 00:00,-5.267,8.25,-2.33,-8.288,0.404,3.824,16.944,-3.04,-5.4,8.577,-3.802,-0.768,0.696,-5.312,-0.492,-3.809,22.669,0.88,1.935,-3.461,-47.695,-5.278,-4.262,-1.018,-3.743,0.861,4.699
0318 00:10,-5.437,8.416,-2.22,-8.222,0.404,4.084,16.151,-3.04,-5.2,8.577,-3.802,-0.768,0.623,-5.328,-0.492,-3.743,22.669,0.813,1.935,-3.444,-57.695,-5.411,-4.189,-0.985,-3.409,0.794,4.194
0318 00:20,-5.497,8.583,-2.16,-8.098,0.404,4.536,15.317,-3.04,-4.826,8.577,-3.802,-0.768,0.623,-5.345,-0.525,-3.743,22.669,0.813,1.875,-3.427,-67.695,-5.666,-4.189,-1.111,-3.109,0.828,12.887
0318 00:30,-5.664,8.75,-2.02,-8.032,0.404,6.358,14.584,-3.04,-4.826,8.577,-3.802,-0.768,0.623,-5.362,-0.592,-3.743,22.669,0.813,1.811,-3.411,-67.695,-5.551,-4.119,-1.141,-2.909,0.761,4.327
0318 00:40,-5.737,8.916,-1.954,-7.962,0.404,6.491,13.896,-3.04,-4.896,8.577,-3.802,-0.878,0.623,-5.378,-0.592,-3.843,22.669,0.777,1.678,-3.394,-67.695,-5.478,-4.052,-1.208,-2.591,0.761,5.889
0318 00:50,-5.864,9.083,-1.89,-7.888,0.354,6.818,13.251,-3.04,-4.896,8.577,-3.802,-0.878,0.623,-5.395,-0.592,-3.843,22.669,0.703,1.608,-3.377,-47.695,-5.621,-4.102,-1.241,-2.536,0.761,9.315
0318 01:00,-5.937,9.25,-1.83,-7.962,0.404,7.224,12.717,-3.04,-4.896,8.577,-3.802,-0.978,0.523,-5.412,-0.665,-3.843,22.669,0.703,1.535,-3.361,-47.695,-5.621,-3.962,-1.241,-2.536,0.701,3.475
0318 01:10,-5.937,9.583,-1.794,-7.822,0.404,7.881,12.011,-2.873,-4.97,8.544,-3.802,-0.911,0.523,-5.528,-0.702,-3.776,21.669,0.703,1.435,-3.427,-47.695,-5.651,-3.962,-1.341,-2.536,0.701,16.931
0318 01:20,-5.997,9.916,-1.72,-7.788,0.371,7.881,11.477,-2.706,-4.97,8.511,-3.802,-0.878,0.523,-5.645,-0.702,-3.743,20.669,0.703,1.375,-3.494,-37.695,-5.711,-3.889,-1.341,-2.536,0.701,43.018
0318 01:30,-6.094,10.25,-1.72,-7.722,0.304,8.518,10.817,-2.54,-4.97,8.477,-3.802,-0.878,0.523,-5.762,-0.702,-3.743,19.669,0.637,1.345,-3.561,-47.695,-5.821,-3.962,-1.378,-2.436,0.671,39.077
0318 01:40,-6.094,10.583,-1.66,-7.688,0.404,8.518,10.277,-2.373,-4.97,8.444,-3.802,-0.878,0.478,-5.878,-0.702,-3.743,18.669,0.603,1.278,-3.627,-47.695,-5.881,-3.852,-1.451,-2.436,0.604,13.86
0318 01:50,-6.164,10.916,-1.63,-7.598,0.404,9.088,9.711,-2.206,-4.97,8.411,-3.802,-0.878,0.493,-5.995,-0.702,-3.743,17.669,0.603,1.211,-3.694,-47.695,-5.884,-3.792,-1.451,-2.109,0.571,36.158
0318 02:00,-6.237,11.25,-1.69,-7.598,0.304,8.614,9.184,-2.04,-4.97,8.377,-3.802,-0.878,0.433,-6.112,-0.769,-3.743,16.669,0.603,1.145,-3.761,-57.695,-6.084,-3.852,-1.518,-2.036,0.571,31.666
0318 02:10,-6.237,11.25,-1.72,-7.565,0.371,9.854,8.651,-2.04,-5.03,8.344,-3.802,-0.878,0.433,-6.112,-0.802,-3.743,15.002,0.543,1.108,-3.761,-47.695,-6.121,-3.792,-1.551,-1.809,0.571,7.817
0318 02:20,-6.237,11.25,-1.72,-7.498,0.404,10.714,8.317,-2.04,-4.97,8.311,-3.802,-0.878,0.433,-6.112,-0.802,-3.713,13.336,0.513,1.035,-3.761,-47.695,-6.121,-3.652,-1.611,-1.676,0.571,7.637
0318 02:30,-6.227,11.25,-1.69,-7.498,0.338,11.088,7.981,-2.04,-4.97,8.277,-3.802,-0.804,0.433,-6.112,-0.802,-3.653,11.669,0.513,0.985,-3.761,-37.695,-6.121,-3.726,-1.675,-1.736,0.571,7.943
0318 02:40,-6.237,11.25,-1.603,-7.425,0.371,11.621,7.707,-2.04,-4.97,8.244,-3.802,-0.768,0.433,-6.112,-0.802,-3.616,10.002,0.413,0.935,-3.761,-37.695,-6.121,-3.652,-1.741,-1.809,0.571,44.754
0318 02:50,-6.237,11.25,-1.394,-7.388,0.371,12.651,7.414,-2.04,-4.97,8.211,-3.802,-0.743,0.4,-6.112,-0.802,-3.543,8.336,0.413,0.875,-3.761,-47.695,-6.121,-3.586,-1.741,-1.846,0.538,14.497
0318 03:00,-6.127,11.25,-1.294,-7.388,0.338,12.936,7.147,-2.04,-4.97,8.177,-3.802,-0.668,0.333,-6.112,-0.802,-3.616,6.669,0.413,0.845,-3.761,-47.695,-6.143,-3.619,-1.775,-1.846,0.471,0.931
0318 03:10,-6.127,11.583,-1.16,-7.355,0.404,12.918,6.884,-2.206,-5.06,8.111,-3.802,-0.668,0.333,-6.195,-0.802,-3.543,4.669,0.313,0.845,-3.794,-57.695,-6.278,-3.552,-1.841,-1.876,0.471,2.481
